x, y
0.0055248618784530384, 622.7353463587922
0.022099447513812154, 652.5754884547069
0.049723756906077346, 672.4689165186501
0.06077348066298342, 712.2557726465365
0.08287292817679558, 742.0959147424512
0.09944751381215469, 776.9094138543517
0.11602209944751381, 806.7495559502664
0.13812154696132595, 834.1030195381883
0.143646408839779, 858.9698046181172
0.16574585635359115, 883.8365896980462
0.19337016574585636, 918.6500888099467
0.18232044198895025, 906.2166962699822
0.18232044198895025, 906.2166962699822
0.2154696132596685, 948.4902309058615
0.23204419889502761, 970.8703374777975
0.26519337016574585, 993.2504440497336
0.281767955801105, 1023.0905861456483
0.2983425414364641, 1045.4706927175844
0.33701657458563533, 1070.3374777975132
0.3756906077348066, 1100.177619893428
0.33701657458563533, 1090.2309058614564
0.4033149171270718, 1117.5843694493783
0.4419889502762431, 1144.9378330373002
0.47513812154696133, 1154.8845470692718
0.49723756906077343, 1169.804618117229
0.5303867403314917, 1187.2113676731794
0.569060773480663, 1209.5914742451155
0.6132596685082873, 1224.511545293073
0.6574585635359116, 1231.9715808170515
0.6961325966850829, 1244.404973357016
0.7569060773480663, 1254.3516873889876
0.8066298342541436, 1261.8117229129662
0.8453038674033149, 1266.785079928952
0.9005524861878452, 1274.2451154529308
0.9558011049723757, 1286.6785079928952
0.9944751381215469, 1294.1385435168738
1.0441988950276242, 1299.1119005328596
1.0939226519337015, 1299.1119005328596
1.1436464088397789, 1304.0852575488454
1.1933701657458564, 1309.0586145648313
1.2320441988950275, 1314.031971580817
1.292817679558011, 1316.5186500888099
1.3480662983425413, 1316.5186500888099
1.3922651933701657, 1323.9786856127887
1.430939226519337, 1326.4653641207815
1.4751381215469612, 1328.9520426287745
1.5138121546961325, 1336.412078152753
1.569060773480663, 1338.8987566607461
1.6243093922651932, 1346.3587921847247
1.6629834254143645, 1348.8454706927175
1.7127071823204418, 1353.8188277087033
1.7679558011049723, 1356.3055062166964
1.8508287292817678, 1361.2788632326822
1.8508287292817678, 1361.2788632326822
1.8121546961325965, 1363.765541740675
1.8950276243093922, 1371.2255772646536
1.9613259668508287, 1371.2255772646536
2, 1376.1989342806394
2.0662983425414363, 1383.6589698046182
2.1049723756906076, 1383.6589698046182
2.165745856353591, 1388.632326820604
2.2154696132596685, 1388.632326820604
2.2596685082872927, 1396.0923623445826
2.325966850828729, 1401.0657193605684
2.3812154696132595, 1406.0390763765542
2.447513812154696, 1411.01243339254
2.5082872928176796, 1413.4991119005329
2.585635359116022, 1418.4724689165187
2.585635359116022, 1418.4724689165187
2.5414364640883975, 1415.9857904085259
2.6464088397790055, 1425.9325044404973
2.701657458563536, 1430.905861456483
2.7679558011049723, 1435.879218472469
2.8232044198895028, 1438.365896980462
2.883977900552486, 1448.3126110124333
2.9502762430939224, 1448.3126110124333
3, 1455.7726465364121
3.071823204419889, 1458.259325044405
3.1215469613259668, 1460.746003552398
3.1767955801104972, 1468.2060390763766
3.2430939226519335, 1468.2060390763766
3.314917127071823, 1475.6660746003552
3.3977900552486187, 1480.639431616341
3.43646408839779, 1485.6127886323268
3.4696132596685083, 1490.5861456483126
3.5248618784530383, 1495.5595026642984
3.591160220994475, 1498.0461811722914
3.6298342541436464, 1505.50621669627
3.3535911602209945, 1485.6127886323268
